번호,행정동,법정동/리,고택명,소재지,분야,설립년도,창건자,소유자,관리자,구조,문화재 지정,숙박 여부,별칭,중복의심
413,와룡면,중가구리,의성김씨 숭의재,안동시 와룡면 동악골길 306-17,재사,미상,의성김씨 문중,,,,비지정,X,,False
414,와룡면,지내리,청주정씨 판서공파 종택,안동시 와룡면 모산골길 215-10,주거가옥,미상,미상,,,,비지정,X,,False
415,와룡면,지내리,경묵정,안동시 와룡면 장수골길 101,정자,미상,미상,,,,비지정,X,,False
416,와룡면,지내리,삼괴정,안동시 와룡면 지내길 9-4,정자,미상,남양홍씨 문중,,,"3X2, 겹처마, 팔작지붕",비지정,X,,False
417,와룡면,지내리,순천김씨 동리정사,안동시 와룡면 모산골길 265-7,재사,미상,순천김씨 문중,,,"4X2, 'ㄱ'자형, 홑처마, 팔작지붕+맞배지붕",안동시 문화유산,X,동리재사,False
418,와룡면,지내리,청주정씨(판서공)재사,안동시 와룡면 지내길 9-3,재사,미상,미상,,,,비지정,X,,False
419,와룡면,태리,안동 안동권씨 소등재사,안동시 와룡면 서동골길 94-26,재사,1726년 / 1863년(중수),안동권씨 문중,권영보,윤성란,"안채: 5X2, 'ㅡ'자형, 홑처마, 맞배지붕 아래채: 7X3, 'ㄷ'자형, 홑처마, 맞배지붕",국가민속문화재,X,,False
420,와룡면,태리,안동 예안이씨 와룡파종택,안동시 와룡면 금학길 9,주거가옥,18세기 이전 추정,미상,장수남 종부,이헌도,"5X4, 겹처마, 팔작지붕",경북 문화재자료,X,,False
421,와룡면,태리,오헌,안동시 와룡면 금학길 7-8,정자,1670년,이성일,,,"3X2, 홑처마, 팔작지붕",비지정,X,,False
422,풍천면,가곡리,권병기 가옥,안동시 풍천면 가일길 13,주거가옥,조선후기,미상,권병기,김진,,비지정,X,,False
423,풍천면,가곡리,권순집 가옥,안동시 풍천면 가일길 65,주거가옥,미상,미상,,,"돌출된 'ㅁ'자형 ('ㄱ'자형 안채, 'ㄴ'자형 사랑채)",비지정,X,,False
424,풍천면,가곡리,권오광 가옥,안동시 풍천면 가일길 23,주거가옥,미상,권숙,권오광,권오광,"7X6, 'ㅁ'자형, 홑처마, 팔작지붕+맞배지붕",비지정,X,,False
425,풍천면,가곡리,근와서재,안동시 풍천면 471-2 (권성백고택 뒤쪽 산자락),정자,미상,미상,,,,비지정,X,,False
426,풍천면,가곡리,노동서사,안동시 풍천면 노동길 18,서원,1768년,사림,권종만,권종만,"5X2, 홑처마 팔작지붕, 'T'자형",비지정,X,,False
427,풍천면,가곡리,안동 권성백고택,안동시 풍천면 가일길 60,주거가옥,19세기 후반 추정,미상,권태응,권영대,"9X6.5, 'ㅁ'자형, 홑처마, 팔작지붕+맞배지붕",국가민속문화재,X,권태응가옥,False
428,풍천면,가곡리,안동권씨 남천고택,안동시 풍천면 가일길 19,주거가옥,1850년,권장,권장,권장,"안채: 6x6, 'ㅁ'자형, 홑처마",경북 문화재자료,X,,False
429,풍천면,가곡리,안동권씨 노동재사,안동시 풍천면 노동길 16,재사,미상,미상,권종만,권종만,"5X4, 홑처마 팔작지붕, 'ㅁ'자형",비지정,X,가일서가,False
430,풍천면,가곡리,안동권씨 동곡재사,안동시 풍천면 노동길 6-12,재사,1923년,동익,안동권씨 수곡문중,권병기,"4X2, 홑처마 팔작지붕, 'ㅡ'자형",비지정,X,,False
431,풍천면,가곡리,안동권씨 병곡종택,안동시 풍천면 가일길 84,주거가옥,미상,안동권씨 문중,권종만,권종만,ㅁ'자형,경북 민속문화재,X,시습재,False
432,풍천면,가곡리,안동권씨 선원강당,안동시 풍천면 가일선원길 140-6,서원,미상 / 1843년(중건),안동권씨 문중,권종만,권종만,"강당: 4X2, 'ㅡ'자형, 홑처마, 팔작지붕 주사: 5X4, 'ㄴ'자형, 홑처마, 맞배지붕",경북 문화재자료,X,,False
433,풍천면,가곡리,안동권씨 수곡고택,안동시 풍천면 가일길 80-6,주거가옥,1792년,권조,권대송,권정숙,"본채: 8.5x6.5, 'ㅁ'자형, 홑처마, 우진각지붕+맞배지붕 신사랑채(일지재): 3X2, 'ㅡ'자형, 홑처마, 팔작지붕",국가민속문화재,X,가일 수곡종택,False
434,풍천면,가곡리,야유당,안동시 풍천면 가일길 72,주거가옥,미상,미상,권원탄,권원탄,三'자'형,비지정,X,,False
435,풍천면,가곡리,홍점순 가옥,안동시 풍천면 가일길 43-6,주거가옥,미상,미상,,,"안채: 5X3.5, 'ㄷ'자형 사랑채: 5X1(큰 사랑채), 2X1(작은 사랑채), 'ㅡ'자형",비지정,X,,False
436,풍천면,광덕리,상봉정,안동시 풍천면 풍일로 220,정자,1670년,류세철,풍산류씨 문중,류시근,"3X1.5, 홑처마 팔작지붕",경북 문화재자료,X,,False
437,풍천면,광덕리,안동 하회마을 겸암정사,안동시 풍천면 풍일로 181,정사,1567년,류운룡,류상붕,류상훈,"안채 4x2, 'ㅡ'자형, 홑처마 팔작지붕 바깥채: 4X2, 'ㄱ'자형, 홑처마, 팔작지붕",국가민속문화재,X,,False
438,풍천면,광덕리,안동 하회마을 옥연정사,안동시 풍천면 광덕솔밭길 86,정사,1586년,"류성룡, 탄홍",류창해,이혜영,"살림채: 4X2, 'ㅡ'자형, 홑처마, 팔작지붕 별당: 3X1,5, 'ㅡ'자형, 홑처마, 팔작지붕",국가민속문화재,O,옥연서당,False
439,풍천면,광덕리,안동 화천서원,안동시 풍천면 광덕솔발길 72,서원,1786년 / 1996년(복설),지방 사림,풍산류씨 문중 류시석,강금란,"사당(경덕사): 3X1.5, 겹처마 맞배지붕 전사청: 1X1, 홑처마 맞배지붕 내삼문: 3X1, 홑처마 맞배지붕 강당(숭교당): 5X2.5, 홑처마 팔작지붕 동재: 3X1.5, 홑처마 맞배지붕 서재: 3X1.5, 홑처마 맞배지붕 누각: 5X2, 겹처마 팔작지붕 주사: 5X4.5, 홑처마 골기와지붕",경북 기념물,O,,False
440,풍천면,광덕리,파산종택,안동시 풍천면 광덕섬길 396-8,주거가옥,미상,류길영,장동익,장동익,ㅁ'자형,비지정,X,,False
441,풍천면,구담리,국도재,안동시 풍천면 섬마안길 22,재사,미상,미상,미상,,"강당:4X2, 'ㅡ'자형 문간채: 6X3, 'ㄷ자형",비지정,X,"숭모재, 광산김씨 구담재사",False
442,풍천면,구담리,구담정사,안동시 풍천면 구담배나들길 33-12,주거가옥,1834년,미상,권오춘,권후남,"튼 'ㅁ'자형 본채: 6X6, 'ㅁ'자형, 팔작지붕 사랑채: 5X2, 팔작지붕",비지정,O,,False
443,풍천면,구담리,김동걸 가옥,풍천면 구담리 시북정길 15,주거가옥,조선중기,미상,김동걸,김지원,"안채: 4X2, 'ㅡ'자형 사랑채: 4X1, 'ㅡ'자형 학초운거(정자): 3X2.5",비지정,X,"애춘재, 학초운거",False
444,풍천면,구담리,김종웅 가옥,안동시 풍천면 동산마루길 35,주거가옥,1701년,미상,김종웅,김종웅,,비지정,X,,True
445,풍천면,구담리,김종웅 가옥,안동시 풍천면 시북정길 8-15,주거가옥,1701년,미상,김종웅,김종웅,,비지정,X,,True
446,풍천면,구담리,낙음재,풍천면 구담리 섬마길 6-13,주거가옥,미상,미상,,,"ㅁ'자형 (본채: 4X2, 사랑채(낙음재): 4X2)",비지정,X,낙음종택,False
447,풍천면,구담리,송원재 가옥,안동시 풍천면 시북정길 7,주거가옥,미상,미상,송원재 가옥,,,비지정,O,송원재,False
448,풍천면,구담리,순천김씨 국담재사,안동시 풍천면 섬마길 30,재사,조선후기,순천김씨 문중,순첨김씨 양경공파,김봉환,"5X4, 'ㅁ'자형, 홑처마 팔작지붕",비지정,X,국담정사,False
449,풍천면,구담리,순천김씨 충효당,풍천면 구담리 봉호로 3627 (풍천초 정문 옆),정자,미상,순천김씨 문중,,,"3x2, 홑처마 팔작지붕",비지정,X,,False
450,풍천면,구담리,시북정,안동시 풍천면 시북정길 8,정자,조선후기,신빈,김승환,부인,"시북정: 3X2, 'ㅡ'자형, 홑처마. 팔작지붕 안채: 5X2, 'ㄴ'자형, 홑처마, 우진각지붕+맞배지붕 사랑채: 4X3, 'ㄱ'자형, 홑처마, 우진각지붕+맞배지붕",경북 문화재자료,X,,False
451,풍천면,구담리,영벽정,안동시 풍천면 동산마루길 47 (섬마길 16-8),정자,1623년,미상,평산신씨 집의공파,신우식,,비지정,X,,False
452,풍천면,구담리,취담정,안동시 풍천면 지풍로 1079-25,정자,조선후기,김기황,순천김씨 양경공파,김중헌,"4X2, 팔작지붕",안동시 문화유산,X,,False
453,풍천면,구담리,호암정,안동시 풍천면 구호아름길 28,정자,조선후기,안동권씨 문중,안동권씨 좌윤공파문중,권숙재,,비지정,X,,False
454,풍천면,금계리,금계사,안동시 풍천면 풍일로 1041-6,사찰,1801년,미상,진주강씨 문중,강명구,,비지정,X,,False
455,풍천면,금계리,만포서당,안동시 풍천면 고사길 19,서당,미상,미상,,,,비지정,X,,False
456,풍천면,도양리,파산정,안동시 풍천면 풍일로 36-37,정자,미상,풍산류씨 문중,풍산류씨 파산종중,류시웅,"3X1, 홑처마 팔작지붕",비지정,X,,False
457,풍천면,병산리,풍산류씨고가,안동시 풍천면 병산길 406,주거가옥,미상,미상,,,,비지정,X,,False
458,풍천면,병산리,병산서원 만대루,안동시 풍천면 병산길 386,누각,미상,미상,,,7X2,보물,X,,False
459,풍천면,병산리,안동 병산서원,안동시 풍천면 병산길 386,서원,1613년,"지방 유림, 정경세",풍산류씨 문중 류창해,류정호,강당(입교당): 5X2,사적,X,,False
460,풍천면,병산리,어락정,안동시 풍천면 병산길 187,정자,조선중기,김세상,안동김씨 문중,김양한,"3X1.5, 겹처마 팔작지붕",비지정,X,,False
461,풍천면,신성리,석포정,안동시 풍천면 신성탑마길 25-5,정자,조선후기,김복수,광산김씨 석포공소,김종대,"4X1.5, 홑처마 팔작지붕",비지정,X,영담헌,False
462,풍천면,신성리,의림정,안동시 풍천면 신평풍천길 970,정자,1642년,미상,광산김씨 검사공파문중,김창복,,비지정,X,,False
463,풍천면,신성리,창암정,안동시 풍천면 신성리 산 12,정자,1304년 추정 / 1749년(복원),홍간,풍산홍씨 대종회,홍혁주,"3X1.5, 홑처마 팔작지붕",비지정,X,,False
464,풍천면,인금리,익양서당,안동시 풍천면 인금길 358-33,정자,1677년,황귀성,평해황씨 만휴당파문중,황운기,"3X2, 홑처마 팔작지붕",비지정,X,인천서당,False
465,풍천면,인금리,인금리 심씨댁,안동시 풍천면 월애길 175,주거가옥,1930년대,심규순,심영수,심화자,"안채: 5X2, 'ㅡ'자형, 홑처마, 우진각지붕 문간채: 3X1, 'ㅡ'자형, 홑처마, 우진각지붕 방앗간: 2X1, 'ㅡ'자형, 홑처마, 우진각지붕",경북 문화재자료,X,,False
466,풍천면,인금리,인금리 월오헌고택,안동시 풍천면 월애길 171,주거가옥,조선후기,심동섭,심영수,심화자,"6X6.5, 튼 'ㅁ'자형, 홑처마, 팔작지붕+맞배지붕 안채: 4X2, ‘ㄱ’자형 사랑채: 3X1.5,‘ㄴ’자형",경북 문화재자료,X,,False
467,풍천면,하회리,가경재,안동시 풍천면 하회남촌길 69-5,주거가옥,미상 / 2013년(개축),미상,강순희,,,비지정,O,,False
468,풍천면,하회리,가고파민박,안동시 풍천면 하회남촌길 67,주거가옥,미상,미상,김민주,,,비지정,O,,False
469,풍천면,하회리,가람초연재,안동시 풍천면 하회종가길 76-6,주거가옥,미상,미상,류현일,,,비지정,O,,False
470,풍천면,하회리,귀촌종택,안동시 풍천면 하회종가길 55,주거가옥,미상,미상,귀존종택,,"ㅁ'자형 안채: 4X2, 'ㄱ'자형, 홑처마 민도리집 사랑채:3X2, 'ㄱ'자형, 홑처마 민도리지붕 문간채:4X1, 'ㅡ'자형, 홑처마 맞배지붕",비지정,X,디딜방아 민박,False
471,풍천면,하회리,락고재,안동시 풍천면 하회강변길 51,주거가옥,미상,미상,안영환,,,비지정,O,,False
472,풍천면,하회리,류정고택,안동시 풍천면 하회종가길 41-1,주거가옥,미상,미상,,,,비지정,O,,False
473,풍천면,하회리,모지고택,안동시 풍천면 하회남촌길 33,주거가옥,미상,미상,,,,비지정,O,가장 큰 민박,False
474,풍천면,하회리,목화당,안동시 풍천면 하회북촌길 20-6,주거가옥,미상,미상,"류복순, 이경애",,,비지정,O,,False
475,풍천면,하회리,번남고택,안동시 풍천면 하회종가길 50,주거가옥,미상,미상,,번남고택,"본채: 'ㅁ'자형, 홑처마, 팔작지붕 사랑채: 'ㄱ'자형, 홑처마, 팔작지붕",국가민속문화재,O,하회 번남댁,False
476,풍천면,하회리,석고고택,안동시 풍천면 하회남촌길 64-2,주거가옥,조선후기,미상,류승호,류승호,"ㅁ'자형 안채: 6X1.5, 'ㅡ'자형 사랑채: 4.5X1.5, 'ㄱ'자형 중문간채: 3X1, 'ㄱ'자형",비지정,X,"가온당, 포밭댁, 삼강댁",False
477,풍천면,하회리,수백재,안동시 풍천면 하회강변길 79,주거가옥,미상,미상,류현모,,,비지정,O,,False
478,풍천면,하회리,안동 하회 양진당,안동시 풍천면 하회종가길 68,주거가옥,1600년대,류종혜,류상붕,류상붕 종부,"안채: 8X7, 'ㅁ'자형, 홑처마, 팔작지붕 양진당: 5X2, 'ㅡ'자형, 겹처마, 팔작지붕+맞배지붕",보물,O,입암고택,False
479,풍천면,하회리,안동 하회 지산고택,안동시 풍천면 하회종가길 35-14,주거가옥,1800년대,미상,류홍근안주인,류홍근안주인,"몸채: 6x2, 홑처마 팔작지붕, 'ㄷ'자형 아래채: 5x1, 홑처마 초가지붕",경북 민속문화재,O,안동택,False
480,풍천면,하회리,안동 하회 충효당,안동시 풍천면 하회종가길 69,주거가옥,조선중기,류원지,류창해,류창해,"안채: '7X7, ㅁ'자형, 홑처마, 맞배지붕 충효당: 6X2, 'ㅡ'자형, 홑처마, 팔작지붕+맞배지붕",보물,X,,False
481,풍천면,하회리,안동 하회마을 빈연정사,안동시 풍천면 하회북촌길 17-22,정사,1583년,류운룡,류상붕,,"3X2, 'ㅡ'자형. 홑처마 팔작지붕",국가민속문화재,X,,False
482,풍천면,하회리,안동 하회마을 양오당고택,안동시 풍천면 하회남촌길 66,주거가옥,미상,미상,류호근,이상욱,"안채: 6X2, 홑'ㅡ'자형, 홑처마 팔작지붕 사랑채(주일재): 4X1. 'ㅡ'자형, 홑처마 맞배지붕 사당: 1X1, 'ㅡ'자형, 홑처마, 맞배지붕",국가민속문화재,X,하회 주일재,False
483,풍천면,하회리,안동 하회마을 염행당고택,안동시 풍천면 하회남촌길 60-5,주거가옥,1797년,류치목,풍산류씨 대사간 애운공파문중,류두한,"별채: 4X1, 'ㅡ'자형, 홑처마, 팔작지붕 사당:3X1, ''ㅡ'자형, 홑처마, 맞배지붕",국가민속문화재,X,하회 남촌댁,False
484,풍천면,하회리,안동 하회마을 원지정사,안동시 풍천면 하회북촌길 17-7,정사,1537년,류승룡,류창해,,"정사: 3X1.5, 'ㅡ'자형, 홑처마 맞배지붕 정자(연좌루): 2X2, 팔작지붕",국가민속문화재,X,,False
485,풍천면,하회리,안동 하회마을 작천고택,안동시 풍천면 종가길 76,주거가옥,조선중기,미상,류시주,류시주,"5X1.5, 'ㅡ'자형, 홑처마, 맞배지붕",국가민속문화재,O,"하회 류시주가옥, 풍산류씨 작천댁",False
486,풍천면,하회리,안동 하회마을 하동고택,안동시 풍천면 하회종가길 45,주거가옥,1836년,류교목,류단하,류한윤,"7X6, 'ㅁ'자형, 홑처마, 팔작지붕+맞배지붕",국가민속문화재,X,,False
487,풍천면,하회리,안동 하회마을 화경당고택,안동시 풍천면 하회북촌길 7,주거가옥,1862년,류도성,류세호,류세호,"몸채: 6X8, 'ㅁ'자형, 홑처마, 팔작지붕+맞배지붕 큰사랑채: 7X2, 'ㅁ'자형, 홑처마, 팔작지붕+맞배지붕",국가민속문화재,O,"하회 북촌댁, 북촌유거",False
488,풍천면,하회리,지애고택,안동시 풍천면 하회종가길 76-12,주거가옥,조선후기,미상,류창호,류창호,"안채: 4X2, 'ㄷ'자형 사랑채: 3X1.5, 'ㅡ'자형 아래채: 3X1, 'ㅡ'자형",비지정,X,,False
489,풍천면,하회리,하남고택,안동시 풍천면 하회강변길 111-5,주거가옥,미상,미상,류시길,,,비지정,O,강변민박,False
490,풍천면,하회리,하중재,안동시 풍천면 하회종가길 59,주거가옥,미상,미상,장명원,,,비지정,O,,False
491,풍천면,하회리,행산고택,안동시 풍천면 하회종가길 58,주거가옥,조선후기,류도현,류운하,이차남,"二' 자형 안채: 6X1.5, 홑처마 팔작지붕 사랑채: 4X1.5",비지정,X,동네중심고택,False
492,풍천면,하회리,회제고택,안동시 풍천면 하회남촌길 42-2,주거가옥,미상,미상,,류진한,,비지정,O,물돌이,False
493,풍천면,하회리,후소당,안동시 풍천면 하회강변길 89-1,주거가옥,미상 / 2006년(복원),미상,류정하,,,비지정,O,,False
494,풍산읍,고정리,가류동박씨고가,안동시 풍산읍 괴정안길 5,주거가옥,조선후기,미상,엄금선,엄금선,"3X4, 'ㅓ'자형, 홑처마, 팔작지붕+맞배지붕",비지정,X,,False
495,풍산읍,노리,모로당,안동시 풍산읍 본마을길 176-54,정자,조선중기,권운창,,,"3X2, 홑처마, 팔작지붕",비지정,X,,False
496,풍산읍,노리,안동권씨 경모재사,안동시 풍산읍 본마을길 176-48,재사,1917년,권운승,,,"강당(경모재): 4x1.5, 'ㅡ'자형, 홑처마 팔작지붕 주사: 4x1, 'ㄱ'자형, 팔작지붕",비지정,X,원당재사,False
497,풍산읍,마애리,산수정,안동시 풍산읍 마애길 70-31,정자,1612년,이돈,진성이씨 망천파종중,이주현,"3X2, 팔작지붕",경북 민속문화재,X,,False
498,풍산읍,마애리,영모재,안동시 풍산읍 시우실길 115,정자,미상,미상,,,,비지정,X,,False
499,풍산읍,막곡리,광풍헌,안동시 풍산읍 함백이길 112-19,정자,조선중기,권제가,,,"3X1, 홑처마, 팔작지붕",비지정,X,,False
500,풍산읍,막곡리,석문정,안동시 풍산읍 풍산태사로 2193-27,정자,1588년,김성일,의성김씨 문중,김철수,"4X2, 팔작지붕",경북 문화재자료,X,석문정사,False
501,풍산읍,막곡리,안동 도암종택,안동시 풍산읍 밤가골길 13-5,주거가옥,1630년,미상,김도영,김영길,"6X5, 'ㅁ'자형, 홑처마, 맞배지붕",국가민속문화재,X,의성김씨 율리종택,False
502,풍산읍,막곡리,안동 청성서원,안동시 풍산읍 웃막실길 10,서원,1608년,지방 유림,안동권씨 문중,권예오,"강당, 동재, 서재, 정도문, 청풍사, 전사청, 신문",경북 기념물,X,,False
503,풍산읍,막곡리,안동권씨 막곡재사,안동시 풍산읍 아랫막실길 68-6,재사,미상,미상,,,"ㅁ'자형, 기단과 기와는 개량",비지정,X,영모재,False
504,풍산읍,막곡리,안동권씨 청석재사,안동시 풍산읍 청회길 411-2,재사,1960년,미상,,,ㅁ'자형-날개집형,비지정,X,,False
505,풍산읍,막곡리,연어헌,안동시 풍산읍 풍산태사로 2233,정자,조선중기 / 1958년 (중건),권호문,,,"4X2, 홑처마, 팔작지붕",안동시 문화유산,X,유정재,False
506,풍산읍,막곡리,졸루정,안동시 풍산읍 웃막실길 2-9,정자,1600년대,사막,권기욱,권기욱,"2X2, 홑처마, 팔작기와",비지정,X,,False
507,풍산읍,만운리,예안이씨 조파재사,안동시 풍산읍 조파길 183-8,재사,미상,마성,,,"4X4, 'ㅁ'자형, 우진각지붕",비지정,X,,False
508,풍산읍,만운리,망서정,안동시 풍산읍 평지길 124,정자,미상,연안송씨,,,"3X1, 홑처마, 팔작지붕",비지정,X,,False
509,풍산읍,만운리,안동 예안이씨 근재재사,안동시 풍산읍 평지길 422-4,재사,1591년,이호,이헌중,이헌중,"모선루: 5X1, 'ㅡ'자형, 홑처마, 우진각지붕+맞배지붕 주사: 4X5, 'ㄱ'자형, 홑처마, 팔작지붕",국가민속문화재,X,만운동 모선루,False
510,풍산읍,만운리,제정,안동시 풍산읍 평지길 124,정자,미상,미상,,,,비지정,X,霽亭,False
511,풍산읍,매곡리,봉암서원,안동시 풍산읍 새터길 25-62,서원,1961년,미상,영양남씨 신안문중,남시영,"강당(현휘당): 4X2, 팔작지붕 동서재(숭덕재): 3X1 진사청: 2X1 묘우(숭덕사): 3X2, 맞배지붕 광업재",비지정,X,,False
512,풍산읍,상리리,경덕사,안동시 풍산읍 우렁길 45-73,사당,1753년 / 1989년(중건),예안이씨 문중,,이인직,"3X1.5, 홑처마, 맞배지붕",비지정,X,,False
513,풍산읍,상리리,사익당,안동시 풍산읍 우렁안길 33,정자,조선후기,예안이씨 문중,,이용태,"3X2, 홑처마, 팔작지붕",비지정,X,,False
514,풍산읍,상리리,삼강당,안동시 풍산읍 풍산태사로 1135-6,사당,미상,미상,,,,비지정,X,칠정각,False
515,풍산읍,상리리,송겸정,안동시 풍산읍 풍산태사로 1197,정자,미상,미상,,,,비지정,X,,False
516,풍산읍,상리리,시은당,안동시 풍산읍 우렁안길 25-7,정자,조선후기,예안이씨 문중,,이인직,"3X1, 홑처마, 팔작지붕",비지정,X,마암정사,False
517,풍산읍,상리리,안동 모덕사,안동시 풍산읍 우렁안길 25-7,사당,미상,미상,,,,비지정,X,,False
518,풍산읍,상리리,안동 체화정,안동시 풍산읍 풍산태사로 1123-10,정자,조선중기,이민적,예안이씨 문중,이헌준,3X2,보물,X,,False
519,풍산읍,상리리,안동김씨 봉예랑공 시묘소 상리재사,안동시 풍산읍 시묘길 17,재사,1589년,미상,,,"5x4, 'ㅁ'자형, 홑처마, 팔작지붕",비지정,X,,False
520,풍산읍,상리리,안동김씨 전농정공 소요재사,안동시 풍산읍 권산정길 32-2,재사,1574년,안돟김씨 문중,,,"5x4, 'ㅁ'자형 대청재: 팔작지붕 문간채: 우진각지붕",비지정,X,,False
521,풍산읍,상리리,예안이씨 내가곡재사,안동시 풍산읍 상리길 131-60,재사,미상,미상,,,"ㅁ'자형 아래채: 4X4, 'ㄷ'자형, 맞배지붕 대청채: 'ㅡ'자형, 맞배지붕",비지정,X,마암재사,False
522,풍산읍,상리리,예안이씨 시은고택,안동시 풍산읍 우렁길 37-1,주거가옥,1525년,이훈,이항직,관리자,"7x7, 'ㅁ'자형, 홑처마, 팔작지붕+우진각지붕",국가민속문화재,X,상리재사,False
523,풍산읍,서미리,서간사 강린당,안동시 풍산읍 서미길 140,재사,1689년,지방 사림,안동김씨 문중,김시현,"4X2, 팔작지붕",비지정,X,,False
524,풍산읍,서미리,취적헌,안동시 풍산읍 목현길 106-1,정자,미상,미상,평해황씨 취적헌공파종중,황한기,,비지정,X,,False
525,풍산읍,소산리,안동김씨 역동소재사,안동시 풍산읍 역골길 68,재사,1637년경,미상,안동김씨문중,김득년,"5X4, 'ㅁ'자형, 맞배지붕(남북)+팔작지붕(동서)",비지정,X,,False
526,풍산읍,소산리,묵재고택,안동시 풍산읍 장태골길 38,주거가옥,1516년 추정,미상,김장한,할머니,"안채: 4,X3, 'ㄷ'자형, 홑처마, 맞배지붕 별채: 5X1. 'ㅡ'자형, 홑처마, 우진각지붕 사당: 3X1.5, 'ㅡ'자형, 겹처마+홑처마, 맞배지붕",경북 민속문화재,X,,False
527,풍산읍,소산리,삼귀정,안동시 풍산읍 지풍로 1975-1,정자,1495년,김영전,안동김씨 문중,김득년,"3X2, 겹처마, 팔작지붕",경북 유형문화재,X,삼구정,False
528,풍산읍,소산리,삼소재,안동시 풍산읍 소산웃골길 42,주거가옥,1674년,김용추,김종성,김종성,"6X5, 'ㅁ'자형, 홑처마, 팔작지붕 사당: 3X1.5, 'ㅡ'자형, 홑처마, 맞배지붕",경북 민속문화재,X,,False
529,풍산읍,소산리,소야정,안동시 풍산읍 지풍로 1961,정자,미상,미상,,,,비지정,X,,False
530,풍산읍,소산리,안동 비안공 구택,안동시 풍산읍 장태골길 42-1,주거가옥,1430년 추정,미상,할머니,할머니,"5x4, 'ㅁ'자형, 홑처마, 팔작지붕",경북 민속문화재,X,돈소당,False
531,풍산읍,소산리,안동 소산동 동야고택,안동시 풍산읍 장태골길 26,주거가옥,조선후기,김중안,김각년,김각년,"안채: 6X4, 'ㄷ'자형, 홑처마, 민도리집 사랑채: 5X1, 'ㅡ'자형, 홑처마, 민도리집",경북 민속문화재,X,,False
532,풍산읍,소산리,안동 청원루,안동시 풍산읍 장태골길 10,주거가옥,1520년,김번,안동김씨 문중,김경년,"7X4, 'ㄷ'자형, 홑처마, 팔작지붕",보물,X,,False
533,풍산읍,소산리,안동김씨 종택,안동시 풍산읍 장태골길 28,주거가옥,미상,김영수,김해일,김해일,"종택: 6X6, 'ㅁ'자형, 홑처마, 팔작지붕 사당: 3X1.5, 'ㅡ'자형, 홑처마, 맞배지붕",경북 민속문화재,O,양소당,False
534,풍산읍,소산리,역동재,안동시 풍산읍 역골길 69-1,정사,1734년,미상,안동김씨 문중,김득년,,비지정,X,,False
535,풍산읍,소산리,태고정,안동시 풍산읍 한구골길 12-6,정자,미상 / 2006년(중건),김상용,,,"3X2. 홑처마, 팔작지붕",비지정,X,소산리,False
536,풍산읍,수곡리,국신당,안동시 풍산읍 풍산태사로 1563,사당,고려시대 / 1946년(중수),마을주민,,김상기,"1x1, 맞배지붕",안동시 문화유산,X,,False
537,풍산읍,수곡리,단고서당,안동시 풍산읍 증수길 122-10,서당,미상,미상,,,,비지정,X,,False
538,풍산읍,수리,안동김씨 주부공 진곡재사,안동시 풍산읍 풍산태사로 1273-3,재사,1889년,안동김씨 문중,,,"재사: 5X5, 'ㅁ'자형, 홑처마, 우진각지붕(아래채), 팔작지붕 (대청채) 창고: 4X1, 홑처마 우진각지붕 간리사: 조립식, 슬레이트 지붕",비지정,X,,False
539,풍산읍,수리,안동김씨 하동재사,안동시 풍산읍 수동1길 2-2,재사,미상,안동김씨 문중,,,"튼 'ㅁ'자형 문간채: 5X1, 'ㅡ'자형 본채: 4X3, 'ㄷ'자형",비지정,X,,False
540,풍산읍,수리,안동김씨(오례소)수동재사,안동시 풍산읍 수석길 35-3,재사,미상,미상,,,"튼 'ㄷ'자형 주사채: 4X1, 'ㄱ'자형 강당: 3X2, 'ㅡ'자형",비지정,X,,False
541,풍산읍,수리,풍산류씨 수동재사,안동시 풍산읍 수석길 6-89,재사,1611년,포우,풍산류씨 문중 류창해,최봉섭,"8X6, 'ㅁ'자형, 홑처마, 맞배지붕",경북 민속문화재,X,상로재,False
542,풍산읍,오미리,간산고택,안동시 풍산읍 미동길 53-23,주거가옥,미상,미상,김식현,,,안동시 문화유산,O,미질댁,False
543,풍산읍,오미리,동명고택,안동시 풍산읍 미동길 47,주거가옥,미상,미상,풍산김씨 문중,김만섭,"5X5, 'ㅁ'자형",비지정,X,,False
544,풍산읍,오미리,안동 삼벽당,안동시 풍산읍 미동길 53-10,정자,조선후기,김상구,김승현,김승현,"7X4.5, 'ㅁ'자형, 홑처마+겹처마, 우진각지붕+맞배지붕",경북 민속문화재,X,,False
545,풍산읍,오미리,안동 이로당,안동시 풍산읍 마애길 85-13,정사,조선후기,이돈,진성이씨 망천파종중,이봉희,"4X1.5, 홑처마, 팔작지붕",경북 민속문화재,X,,False
546,풍산읍,오미리,안동 죽암서실,안동시 풍산읍 미동길 74-35,정사,1577년,김대현,풍산김씨 문중,김태연,"정면 4칸, 측면 2칸, 홑처마 팔작지붕",경북 민속문화재,X,죽암정,False
547,풍산읍,오미리,안동 풍산김씨 영감댁,안동시 풍산읍 미동길 57,주거가옥,1759년,김상목,김연수,김주연,"안채: 4X4, 'ㄱ'자형, 홑처마, 맞배지붕 사랑채: 9X7,5, 홑처마, 팔작지붕+맞배지붕 사당: 3X1.5, 홑처마, 맞배지붕",경북 민속문화재,O,"학남고택, 학남유거",False
